TRINITY_DN0_c0_g1	AT5G58270.1
TRINITY_DN67263_c1_g1	AT4G04650.1
TRINITY_DN6728_c0_g1	AT5G58610.4
TRINITY_DN67283_c0_g1	AT5G52290.1
TRINITY_DN673_c0_g1	AT3G20910.1
TRINITY_DN673_c1_g1	AT5G20930.1
TRINITY_DN6730_c0_g1	AT3G04910.1
TRINITY_DN6731_c0_g1	AT1G67000.1
TRINITY_DN6732_c0_g1	AT4G01940.1
TRINITY_DN6733_c0_g1	AT5G18940.1
TRINITY_DN6734_c0_g1	AT2G01830.6
TRINITY_DN6735_c0_g1	AT1G48550.2
TRINITY_DN6736_c0_g1	AT1G05940.4
TRINITY_DN6738_c0_g1	AT5G67130.1
TRINITY_DN6739_c0_g2	AT3G07320.1
TRINITY_DN6739_c0_g4	AT3G07320.1
TRINITY_DN67396_c0_g1	AT4G35410.2
TRINITY_DN674_c0_g1	AT1G28600.1
TRINITY_DN6740_c0_g1	AT2G19520.1
TRINITY_DN67401_c0_g1	AT4G10950.2
TRINITY_DN6741_c0_g1	AT5G60760.1
TRINITY_DN6742_c0_g1	AT2G38670.1
TRINITY_DN67429_c0_g2	AT4G29090.1
TRINITY_DN6744_c0_g1	AT5G23710.1
TRINITY_DN67444_c2_g1	AT3G13770.1
TRINITY_DN6747_c0_g1	AT2G46000.1
TRINITY_DN67470_c0_g1	AT2G34640.1
TRINITY_DN6748_c0_g1	AT2G37900.1
TRINITY_DN6749_c0_g1	AT5G19570.1
TRINITY_DN675_c0_g1	AT2G40340.1
TRINITY_DN675_c1_g1	AT2G40340.3
TRINITY_DN6750_c0_g1	AT1G44170.2
TRINITY_DN67504_c0_g1	AT4G25120.1
TRINITY_DN6752_c0_g1	AT5G40820.4
TRINITY_DN67524_c1_g1	AT4G23160.3
TRINITY_DN6753_c0_g1	AT3G59080.1
TRINITY_DN6754_c0_g1	AT4G12750.1
TRINITY_DN6754_c0_g2	AT5G14850.1
TRINITY_DN67545_c0_g1	AT2G30130.1
TRINITY_DN6755_c0_g1	AT5G06290.1
TRINITY_DN67551_c0_g1	AT5G25260.1
TRINITY_DN6756_c0_g1	AT1G09070.1
TRINITY_DN67565_c0_g1	AT4G14660.3
TRINITY_DN6757_c0_g1	AT2G42710.1
TRINITY_DN67576_c0_g1	AT3G24255.1
TRINITY_DN67589_c0_g1	AT5G19360.1
TRINITY_DN6759_c0_g1	AT3G14200.1
TRINITY_DN676_c0_g1	AT3G18350.3
TRINITY_DN676_c1_g1	AT5G66600.8
TRINITY_DN676_c1_g2	AT5G66600.7
TRINITY_DN6760_c0_g1	AT2G31870.2
TRINITY_DN67600_c0_g3	ATMG01250.1
TRINITY_DN6761_c0_g1	AT2G36430.1
TRINITY_DN6762_c0_g1	AT3G16910.1
TRINITY_DN6762_c0_g3	AT3G12430.1
TRINITY_DN67626_c3_g2	AT3G21000.1
TRINITY_DN6763_c0_g1	AT5G24320.1
TRINITY_DN67648_c0_g1	AT3G24240.1
TRINITY_DN6765_c0_g1	AT5G10340.1
TRINITY_DN67650_c0_g1	AT4G14480.1
TRINITY_DN6766_c0_g1	AT5G15870.1
TRINITY_DN6767_c0_g2	AT4G05030.2
TRINITY_DN6768_c0_g2	AT1G55510.1
TRINITY_DN677_c0_g1	AT5G64760.3
TRINITY_DN677_c0_g3	AT1G11260.1
TRINITY_DN677_c0_g4	AT1G11260.1
TRINITY_DN677_c1_g2	AT2G25470.1
TRINITY_DN6770_c0_g1	AT3G17000.1
TRINITY_DN6771_c0_g1	AT4G08230.1
TRINITY_DN6775_c0_g1	AT5G08720.1
TRINITY_DN6776_c0_g1	AT1G08570.1
TRINITY_DN67766_c2_g1	AT1G69040.1
TRINITY_DN67777_c0_g1	ATMG01250.1
TRINITY_DN6778_c0_g1	AT5G57370.1
TRINITY_DN6779_c0_g1	AT1G51340.4
TRINITY_DN67796_c0_g1	AT4G15850.1
TRINITY_DN678_c0_g1	AT1G08360.1
TRINITY_DN6781_c0_g1	AT2G05790.1
TRINITY_DN6782_c0_g2	AT3G60590.2
TRINITY_DN67820_c0_g1	AT1G09330.1
TRINITY_DN6783_c0_g1	AT4G32560.4
TRINITY_DN6784_c0_g1	AT1G26650.1
TRINITY_DN6785_c0_g1	AT2G20260.1
TRINITY_DN6785_c0_g3	AT3G18580.1
TRINITY_DN6786_c0_g1	AT2G38410.1
TRINITY_DN67869_c0_g1	AT1G05670.3
TRINITY_DN6787_c1_g1	AT3G25920.1
TRINITY_DN6788_c0_g1	AT5G56740.1
TRINITY_DN67883_c0_g1	ATMG00860.1
TRINITY_DN679_c0_g1	AT5G43130.3
TRINITY_DN6790_c0_g1	AT1G26120.1
TRINITY_DN6791_c0_g2	AT5G62930.1
TRINITY_DN6792_c0_g1	AT1G64570.1
TRINITY_DN67928_c0_g1	AT1G48450.3
TRINITY_DN6793_c0_g1	AT5G23850.1
TRINITY_DN6793_c0_g2	AT5G23850.1
TRINITY_DN6793_c1_g1	AT4G15900.1
TRINITY_DN67936_c1_g3	AT3G47090.1
TRINITY_DN6794_c0_g2	AT4G27250.1
TRINITY_DN6795_c0_g2	AT1G12855.1
TRINITY_DN6796_c0_g1	AT2G46920.4
TRINITY_DN67966_c0_g1	AT2G02360.1
TRINITY_DN67995_c0_g1	ATMG01250.1
TRINITY_DN68_c0_g1	AT3G07800.1
TRINITY_DN680_c0_g1	AT1G75270.1
TRINITY_DN6800_c0_g1	AT3G42050.1
TRINITY_DN68008_c2_g1	AT1G06740.1
TRINITY_DN6801_c0_g1	AT1G18450.1
TRINITY_DN6802_c0_g1	AT5G06600.3
TRINITY_DN68038_c0_g1	AT1G64253.3
TRINITY_DN6804_c0_g1	AT1G51510.1
TRINITY_DN6804_c2_g1	AT1G47240.1
TRINITY_DN6806_c0_g1	AT2G21770.1
TRINITY_DN6807_c0_g1	AT3G49250.1
TRINITY_DN6808_c0_g1	AT3G03420.1
TRINITY_DN6809_c0_g1	AT5G02050.1
TRINITY_DN681_c0_g1	AT1G32080.1
TRINITY_DN68112_c0_g1	AT5G67090.1
TRINITY_DN68115_c0_g1	AT5G18440.2
TRINITY_DN68134_c0_g1	AT2G01050.1
TRINITY_DN6815_c0_g1	AT1G28510.1
TRINITY_DN68159_c0_g1	AT5G44070.1
TRINITY_DN6816_c0_g1	AT1G66730.1
TRINITY_DN6818_c0_g1	AT1G16880.2
TRINITY_DN6819_c0_g1	AT1G27385.1
TRINITY_DN68192_c0_g1	AT1G80440.1
TRINITY_DN6820_c0_g1	AT1G55915.4
TRINITY_DN68204_c0_g1	AT1G35470.2
TRINITY_DN68207_c0_g1	AT5G47880.2
TRINITY_DN68207_c0_g2	AT3G26618.1
TRINITY_DN6821_c0_g1	AT1G73875.1
TRINITY_DN6822_c0_g1	AT3G18100.1
TRINITY_DN6823_c0_g1	AT1G20823.1
TRINITY_DN6824_c0_g1	AT1G09600.1
TRINITY_DN68248_c0_g1	AT3G26350.2
TRINITY_DN6825_c0_g1	AT4G18820.1
TRINITY_DN68253_c0_g3	AT3G53140.1
TRINITY_DN68268_c0_g1	AT2G33840.1
TRINITY_DN68269_c0_g1	AT5G13580.1
TRINITY_DN6827_c0_g1	AT2G38760.1
TRINITY_DN6828_c0_g1	AT1G09890.2
TRINITY_DN68287_c0_g1	AT4G02750.1
TRINITY_DN6829_c0_g1	AT3G30300.2
TRINITY_DN683_c0_g1	AT5G11200.1
TRINITY_DN6830_c0_g1	AT5G54270.1
TRINITY_DN68308_c0_g1	AT4G01240.1
TRINITY_DN68319_c0_g3	ATMG00860.1
TRINITY_DN6833_c0_g1	AT3G57630.3
TRINITY_DN6834_c0_g1	AT5G28460.1
TRINITY_DN6834_c1_g1	AT3G06430.1
TRINITY_DN6835_c0_g2	AT5G16120.3
TRINITY_DN68356_c0_g1	AT3G12500.1
TRINITY_DN6837_c0_g1	AT2G23460.1
TRINITY_DN6838_c0_g1	AT5G24060.3
TRINITY_DN684_c0_g1	AT3G54130.1
TRINITY_DN68402_c0_g1	AT1G32990.1
TRINITY_DN6841_c1_g1	AT3G21000.1
TRINITY_DN68413_c0_g1	AT3G46530.1
TRINITY_DN6842_c0_g1	AT5G02270.1
TRINITY_DN6842_c1_g1	AT1G15740.1
TRINITY_DN68425_c0_g1	AT3G24255.5
TRINITY_DN6843_c0_g1	AT3G18170.2
TRINITY_DN68437_c1_g1	AT3G01710.4
TRINITY_DN6845_c0_g1	AT5G35690.1
TRINITY_DN68453_c1_g1	AT3G57030.1
TRINITY_DN68459_c0_g1	AT5G17420.1
TRINITY_DN6848_c0_g1	AT5G53080.1
TRINITY_DN6849_c0_g1	AT5G12890.1
TRINITY_DN68491_c0_g1	AT3G17850.1
TRINITY_DN685_c0_g1	AT4G02425.1
TRINITY_DN6850_c0_g1	AT3G57880.4
TRINITY_DN6852_c0_g1	AT5G13680.1
TRINITY_DN6853_c0_g1	AT4G16410.1
TRINITY_DN6854_c0_g2	AT5G48050.1
TRINITY_DN6854_c1_g1	AT3G23210.2
TRINITY_DN6855_c0_g1	AT5G38890.1
TRINITY_DN68557_c0_g1	AT3G06120.1
TRINITY_DN6856_c0_g1	AT5G55580.2
TRINITY_DN6857_c0_g1	AT4G23660.3
TRINITY_DN6858_c0_g1	AT5G16860.1
TRINITY_DN6858_c1_g2	AT1G48230.1
TRINITY_DN68583_c0_g1	AT1G17840.1
TRINITY_DN6859_c0_g1	AT2G39710.1
TRINITY_DN68596_c0_g1	AT4G38010.1
TRINITY_DN686_c0_g1	AT5G35590.1
TRINITY_DN6860_c0_g1	AT3G01510.1
TRINITY_DN68626_c0_g1	AT1G51370.1
TRINITY_DN6863_c0_g1	AT3G42170.2
TRINITY_DN6863_c0_g2	AT3G42170.2
TRINITY_DN6863_c0_g3	AT2G36850.1
TRINITY_DN6863_c1_g1	AT3G10840.1
TRINITY_DN68632_c0_g1	AT5G09840.1
TRINITY_DN6864_c0_g1	AT3G25500.1
TRINITY_DN6865_c0_g1	AT3G50150.2
TRINITY_DN68659_c0_g1	AT5G39830.1
TRINITY_DN6866_c0_g1	AT1G66520.2
TRINITY_DN6867_c0_g1	AT3G15140.1
TRINITY_DN6868_c0_g1	AT1G72640.1
TRINITY_DN68688_c0_g2	AT4G02350.2
TRINITY_DN6869_c0_g1	AT3G15355.1
TRINITY_DN687_c0_g1	AT4G03090.4
TRINITY_DN68714_c0_g1	AT3G12530.2
TRINITY_DN6872_c0_g2	AT1G28010.1
TRINITY_DN68735_c0_g1	AT2G19070.1
TRINITY_DN6874_c1_g1	AT1G17070.1
TRINITY_DN6874_c1_g2	AT3G23600.1
TRINITY_DN68747_c0_g1	AT3G48860.3
TRINITY_DN6875_c0_g1	AT5G54060.1
TRINITY_DN6877_c0_g1	AT3G15900.1
TRINITY_DN6878_c0_g1	AT1G51310.1
TRINITY_DN68783_c0_g1	AT2G28420.1
TRINITY_DN6880_c0_g1	AT4G27190.1
TRINITY_DN6880_c0_g3	AT4G27190.1
TRINITY_DN6881_c0_g1	AT1G03000.1
TRINITY_DN6883_c0_g1	AT1G55760.1
TRINITY_DN6885_c0_g2	AT5G08415.1
TRINITY_DN68875_c1_g3	AT1G40390.1
TRINITY_DN68880_c0_g1	AT3G14470.2
TRINITY_DN6889_c1_g1	AT5G53430.1
TRINITY_DN68898_c0_g1	AT1G07440.2
TRINITY_DN689_c0_g1	AT4G09620.3
TRINITY_DN6891_c0_g1	AT4G14350.4
TRINITY_DN6891_c0_g2	AT5G09890.1
TRINITY_DN6893_c0_g1	AT5G45910.1
TRINITY_DN68948_c0_g1	AT4G32520.2
TRINITY_DN68955_c0_g1	AT4G00980.1
TRINITY_DN68963_c0_g1	AT5G13020.1
TRINITY_DN6897_c0_g2	AT1G52190.1
TRINITY_DN68971_c0_g1	AT4G00990.1
TRINITY_DN6898_c0_g2	AT3G08840.2
TRINITY_DN6898_c2_g1	AT1G20560.1
TRINITY_DN6899_c0_g1	AT2G35410.1
TRINITY_DN69_c0_g1	AT5G20490.2
TRINITY_DN69_c3_g1	AT1G54560.2
TRINITY_DN69_c4_g1	AT1G47270.3
TRINITY_DN690_c0_g1	AT1G55670.1
TRINITY_DN6900_c0_g1	AT2G43250.1
TRINITY_DN6901_c0_g1	AT4G20940.1
TRINITY_DN6902_c0_g1	AT5G54200.1
TRINITY_DN6903_c0_g1	AT5G08530.1
TRINITY_DN6904_c0_g1	AT4G25650.1
TRINITY_DN6906_c0_g1	AT3G13920.1
TRINITY_DN6907_c0_g1	AT3G61590.4
TRINITY_DN6907_c0_g2	AT4G02530.1
TRINITY_DN69073_c0_g1	AT4G05050.3
TRINITY_DN6908_c0_g1	AT4G15010.3
TRINITY_DN6909_c0_g1	AT1G70520.1
TRINITY_DN6909_c0_g2	AT1G70520.1
TRINITY_DN69096_c0_g1	AT5G55490.9
TRINITY_DN691_c0_g1	AT5G55660.1
TRINITY_DN6910_c0_g1	AT3G16190.1
TRINITY_DN6911_c0_g1	AT1G75880.2
TRINITY_DN6912_c0_g1	AT2G26330.1
TRINITY_DN6912_c1_g1	AT5G62230.1
TRINITY_DN69133_c0_g1	AT2G26150.4
TRINITY_DN69145_c0_g1	AT3G06210.1
TRINITY_DN6917_c0_g1	AT4G32480.1
TRINITY_DN69174_c1_g1	ATMG00750.1
TRINITY_DN6918_c0_g1	AT2G44770.1
TRINITY_DN6919_c0_g1	AT2G46660.1
TRINITY_DN6920_c0_g1	AT1G23190.1
TRINITY_DN6920_c4_g1	ATMG00860.1
TRINITY_DN69205_c0_g1	AT3G10180.2
TRINITY_DN6921_c0_g2	AT4G28400.1
TRINITY_DN6922_c0_g1	AT1G07420.1
TRINITY_DN69222_c0_g1	AT1G79680.1
TRINITY_DN6924_c0_g3	AT3G24255.7
TRINITY_DN6925_c0_g1	AT5G14430.2
TRINITY_DN6926_c0_g2	AT1G18850.1
TRINITY_DN69262_c0_g1	AT2G02990.1
TRINITY_DN69271_c0_g2	AT5G18880.1
TRINITY_DN6928_c0_g1	AT1G73430.2
TRINITY_DN69284_c0_g1	AT3G24255.5
TRINITY_DN69286_c1_g1	AT4G12560.3
TRINITY_DN6929_c0_g1	AT1G01510.1
TRINITY_DN693_c0_g1	AT2G24260.2
TRINITY_DN6930_c0_g1	AT5G42820.2
TRINITY_DN69300_c1_g1	ATMG00860.1
TRINITY_DN6931_c0_g1	AT4G08850.1
TRINITY_DN69321_c0_g1	AT2G04420.1
TRINITY_DN6933_c0_g1	AT1G09230.1
TRINITY_DN6934_c0_g1	AT1G04780.1
TRINITY_DN69355_c0_g1	AT2G45290.2
TRINITY_DN6936_c0_g1	AT1G25370.2
TRINITY_DN69363_c0_g1	AT3G18170.1
TRINITY_DN6937_c0_g1	AT5G08335.2
TRINITY_DN6939_c0_g1	AT5G18140.1
TRINITY_DN6941_c0_g1	AT2G28630.2
TRINITY_DN6944_c0_g1	AT5G22450.3
TRINITY_DN6945_c0_g1	AT3G24090.1
TRINITY_DN6945_c0_g2	AT3G24090.1
TRINITY_DN69454_c0_g1	AT4G28560.1
TRINITY_DN6947_c0_g1	AT2G17580.1
TRINITY_DN69474_c0_g1	AT5G06490.1
TRINITY_DN6948_c0_g2	AT2G18330.1
TRINITY_DN6949_c0_g1	AT1G67970.1
TRINITY_DN695_c0_g1	AT5G03470.1
TRINITY_DN6950_c7_g1	AT2G40740.1
TRINITY_DN6951_c0_g1	AT4G11420.1
TRINITY_DN6952_c0_g1	AT5G20730.2
TRINITY_DN6953_c0_g2	AT3G05200.1
TRINITY_DN6955_c0_g1	AT1G12390.1
TRINITY_DN6956_c0_g2	AT1G64600.1
TRINITY_DN6957_c0_g1	AT4G02980.1
TRINITY_DN6958_c0_g1	AT1G21000.1
TRINITY_DN6959_c0_g1	AT3G48195.1
TRINITY_DN696_c0_g1	AT4G21390.1
TRINITY_DN696_c1_g1	AT4G23740.2
TRINITY_DN696_c2_g1	AT1G15410.2
TRINITY_DN6961_c0_g1	AT2G32040.1
TRINITY_DN6962_c0_g1	AT4G08350.1
TRINITY_DN69625_c1_g1	AT2G26975.1
TRINITY_DN6963_c0_g1	AT2G40316.1
TRINITY_DN6964_c0_g2	AT1G06950.1
TRINITY_DN6965_c0_g1	AT5G10350.2
TRINITY_DN6967_c0_g1	AT3G23710.1
TRINITY_DN6968_c0_g1	AT4G00660.2
TRINITY_DN6969_c0_g2	AT2G38560.1
TRINITY_DN69699_c0_g1	AT4G29090.1
TRINITY_DN697_c0_g1	AT2G44600.1
TRINITY_DN6970_c0_g2	AT3G03050.1
TRINITY_DN6971_c0_g1	AT1G79190.2
TRINITY_DN6972_c0_g1	AT2G28150.1
TRINITY_DN69723_c0_g1	AT4G27500.1
TRINITY_DN6973_c0_g1	AT4G12730.1
TRINITY_DN6974_c0_g1	AT4G24580.2
TRINITY_DN6975_c0_g1	AT5G48580.1
TRINITY_DN69753_c0_g1	AT1G61260.1
TRINITY_DN69768_c0_g1	AT4G26930.1
TRINITY_DN6977_c0_g1	AT1G10310.1
TRINITY_DN6979_c0_g1	AT5G67540.2
TRINITY_DN69799_c0_g1	AT1G67320.2
TRINITY_DN698_c0_g1	AT2G26560.1
TRINITY_DN698_c0_g2	AT2G26560.1
TRINITY_DN69809_c0_g1	AT1G05200.6
TRINITY_DN6981_c0_g2	AT1G67420.1
TRINITY_DN6982_c0_g1	AT2G32340.2
TRINITY_DN6983_c0_g1	AT4G03560.1
TRINITY_DN69842_c0_g1	AT5G46080.1
TRINITY_DN6986_c0_g1	AT5G23535.2
TRINITY_DN6987_c0_g1	AT3G09090.2
TRINITY_DN69879_c0_g1	AT1G21310.1
TRINITY_DN6988_c0_g1	AT4G00060.4
TRINITY_DN69880_c0_g2	AT4G22830.1
TRINITY_DN6989_c0_g1	AT1G19440.1
TRINITY_DN699_c0_g1	AT3G27530.1
TRINITY_DN69910_c0_g1	AT5G51550.1
TRINITY_DN69924_c0_g1	AT4G03500.3
TRINITY_DN69924_c1_g1	AT5G02620.4
TRINITY_DN6993_c0_g1	AT3G21060.1
TRINITY_DN6994_c0_g1	AT4G15955.3
TRINITY_DN69947_c0_g1	AT3G62020.1
TRINITY_DN6995_c0_g1	AT4G18840.3
TRINITY_DN6996_c0_g1	AT2G16530.2
TRINITY_DN6998_c0_g1	AT2G40880.1
TRINITY_DN6999_c0_g1	AT1G33350.2
TRINITY_DN7_c0_g1	AT5G04830.2
TRINITY_DN70_c0_g1	AT5G42750.1
TRINITY_DN700_c0_g1	AT5G16280.2
TRINITY_DN7000_c1_g1	AT3G13000.1
TRINITY_DN70001_c0_g1	AT3G14470.2
TRINITY_DN70001_c0_g2	AT3G14470.2
TRINITY_DN7001_c0_g1	AT2G05120.2
TRINITY_DN7002_c0_g1	AT5G41315.1
TRINITY_DN70031_c0_g1	AT5G48910.1
TRINITY_DN7004_c0_g2	AT1G75660.1
TRINITY_DN70049_c0_g2	AT1G61680.2
TRINITY_DN7005_c0_g1	AT5G55040.2
TRINITY_DN7006_c0_g1	AT2G02370.3
TRINITY_DN70060_c0_g1	AT5G52640.1
TRINITY_DN70060_c1_g1	AT2G36430.1
TRINITY_DN70060_c2_g1	AT5G56030.1
TRINITY_DN7007_c0_g1	AT4G21210.1
TRINITY_DN70077_c0_g1	AT2G26330.1
TRINITY_DN7008_c0_g1	AT3G29390.2
TRINITY_DN7009_c0_g1	AT1G61810.5
TRINITY_DN70091_c0_g1	AT4G15090.5
TRINITY_DN70096_c0_g1	AT1G16120.1
TRINITY_DN701_c0_g1	AT4G22350.4
TRINITY_DN7010_c0_g1	AT2G32000.1
TRINITY_DN70105_c0_g1	AT5G42905.1
TRINITY_DN7011_c2_g2	AT1G15960.1
TRINITY_DN7014_c0_g1	AT3G55480.2
TRINITY_DN7015_c0_g1	AT1G67040.2
TRINITY_DN7016_c0_g2	AT4G29510.1
TRINITY_DN7018_c0_g1	AT2G26300.2
TRINITY_DN7019_c1_g1	AT3G13700.2
TRINITY_DN702_c0_g1	AT1G21920.1
TRINITY_DN7021_c0_g1	AT2G38270.1
TRINITY_DN7021_c0_g3	AT1G20925.1
TRINITY_DN7022_c0_g1	AT2G21130.1
TRINITY_DN7023_c0_g1	AT4G34280.1
TRINITY_DN7024_c0_g1	AT2G26540.1
TRINITY_DN7027_c0_g1	AT1G48790.1
TRINITY_DN7028_c0_g1	AT4G10950.2
TRINITY_DN70281_c0_g1	AT2G01640.2
TRINITY_DN703_c0_g1	AT4G34910.1
TRINITY_DN7030_c0_g1	AT3G04310.2
TRINITY_DN70302_c0_g1	AT3G14470.2
TRINITY_DN70310_c1_g2	AT5G47690.4
TRINITY_DN7032_c0_g1	AT3G45620.1
TRINITY_DN7033_c0_g1	AT4G31590.1
TRINITY_DN7034_c0_g1	AT1G06340.1
TRINITY_DN70359_c0_g1	AT2G38290.2
TRINITY_DN7036_c0_g2	AT1G09850.1
TRINITY_DN70368_c0_g2	AT1G34580.1
TRINITY_DN70370_c0_g1	AT5G07990.1
TRINITY_DN70375_c0_g1	AT5G02500.2
TRINITY_DN70379_c0_g1	AT5G09520.1
TRINITY_DN7038_c0_g1	AT4G35630.1
TRINITY_DN704_c0_g1	AT1G32100.1
TRINITY_DN704_c0_g2	AT4G13660.2
TRINITY_DN7043_c0_g1	AT2G28230.1
TRINITY_DN70433_c0_g1	AT2G20875.1
TRINITY_DN7045_c0_g1	AT3G21570.1
TRINITY_DN7045_c1_g1	AT5G11390.1
TRINITY_DN70450_c0_g1	ATMG00810.1
TRINITY_DN70458_c0_g1	AT5G27490.1
TRINITY_DN7046_c0_g1	AT3G49220.1
TRINITY_DN70470_c0_g1	ATMG00860.1
TRINITY_DN7048_c0_g1	AT5G48330.1
TRINITY_DN70483_c0_g1	AT2G43900.1
TRINITY_DN705_c0_g1	AT4G24230.6
TRINITY_DN7050_c0_g1	AT2G26070.1
TRINITY_DN70507_c0_g1	AT3G48150.1
TRINITY_DN7052_c0_g1	AT5G12300.1
TRINITY_DN7053_c0_g1	AT1G79010.1
TRINITY_DN7054_c0_g1	AT1G06210.1
TRINITY_DN70540_c0_g1	AT1G43760.1
TRINITY_DN70562_c0_g1	AT2G31750.1
TRINITY_DN7057_c0_g1	AT1G07010.1
TRINITY_DN706_c0_g1	AT2G32720.1
TRINITY_DN7060_c0_g1	AT5G18750.1
TRINITY_DN70608_c0_g1	AT3G15354.5
TRINITY_DN7061_c0_g1	AT1G35620.1
TRINITY_DN7064_c0_g4	AT3G66658.2
TRINITY_DN7064_c2_g1	AT2G47330.1
TRINITY_DN7067_c0_g1	AT3G54850.1
TRINITY_DN7067_c1_g2	AT1G71240.2
TRINITY_DN7068_c0_g1	AT2G30170.1
TRINITY_DN7069_c0_g1	AT4G25630.1
TRINITY_DN7069_c0_g2	AT4G25630.1
TRINITY_DN70693_c0_g1	ATMG00300.1
TRINITY_DN707_c1_g1	AT1G28440.1
TRINITY_DN7070_c0_g1	AT1G71210.1
TRINITY_DN7070_c0_g2	AT5G57140.1
TRINITY_DN70703_c0_g1	AT1G18390.2
TRINITY_DN7071_c0_g2	AT3G26060.1
TRINITY_DN70725_c0_g1	AT1G23450.1
TRINITY_DN7073_c0_g1	AT4G35220.1
TRINITY_DN70739_c0_g1	AT5G17980.1
TRINITY_DN70746_c0_g2	AT4G23160.3
TRINITY_DN7075_c0_g1	AT4G34310.1
TRINITY_DN7076_c0_g1	AT1G49820.1
TRINITY_DN70766_c0_g2	AT3G57670.1
TRINITY_DN7078_c0_g2	AT1G77670.1
TRINITY_DN70783_c0_g1	AT5G13840.2
TRINITY_DN7079_c0_g1	AT2G42210.2
TRINITY_DN70796_c0_g1	AT5G41980.1
TRINITY_DN708_c0_g1	AT2G29200.2
TRINITY_DN7080_c0_g1	AT1G62020.1
TRINITY_DN7081_c0_g1	AT1G55325.4
TRINITY_DN70824_c0_g1	AT3G16610.1
TRINITY_DN7083_c0_g1	AT4G36280.1
TRINITY_DN70836_c0_g1	AT1G12220.2
TRINITY_DN7084_c0_g1	AT2G28840.1
TRINITY_DN70841_c0_g1	AT1G69560.1
TRINITY_DN70843_c0_g1	AT1G57790.1
TRINITY_DN70848_c0_g2	AT2G06541.2
TRINITY_DN7085_c0_g1	AT4G20140.1
TRINITY_DN70857_c0_g1	AT3G57030.1
TRINITY_DN70864_c0_g1	AT2G37420.2
TRINITY_DN7087_c0_g1	AT1G77230.1
TRINITY_DN70872_c0_g1	AT1G12300.1
TRINITY_DN7088_c0_g1	AT1G45688.1
TRINITY_DN70888_c0_g1	AT1G75280.1
TRINITY_DN7089_c0_g1	AT5G52990.1
TRINITY_DN709_c0_g1	AT3G46220.1
TRINITY_DN709_c0_g2	AT5G11600.2
TRINITY_DN7090_c0_g2	AT5G47810.1
TRINITY_DN7091_c0_g1	AT1G15060.2
TRINITY_DN7092_c0_g1	AT2G26580.2
TRINITY_DN7093_c0_g1	AT5G54080.2
TRINITY_DN7094_c0_g1	AT4G12560.3
TRINITY_DN7094_c0_g2	AT4G12560.3
TRINITY_DN7095_c0_g1	AT3G04810.3
TRINITY_DN70952_c0_g1	AT4G38210.1
TRINITY_DN7096_c0_g1	AT1G72340.2
TRINITY_DN7097_c0_g1	AT5G48385.1
TRINITY_DN70971_c0_g1	AT4G27290.2
TRINITY_DN70976_c0_g1	AT3G24255.7
TRINITY_DN7098_c0_g1	AT4G38470.2
TRINITY_DN7099_c0_g1	AT1G76400.1
TRINITY_DN70999_c0_g1	AT4G04650.1
TRINITY_DN71_c0_g1	AT1G32790.1
TRINITY_DN710_c0_g1	AT4G37830.1
TRINITY_DN7100_c0_g1	AT1G63640.5
TRINITY_DN71006_c0_g1	AT1G61390.1
TRINITY_DN7101_c0_g1	AT5G48050.1
TRINITY_DN7102_c0_g2	AT4G23990.1
TRINITY_DN71047_c0_g1	AT3G15350.2
TRINITY_DN71048_c0_g2	AT3G53090.2
TRINITY_DN7105_c0_g1	AT2G30520.3
TRINITY_DN71051_c0_g1	AT3G06240.1
TRINITY_DN7106_c0_g1	AT3G47860.1
TRINITY_DN71079_c0_g1	AT3G27120.1
TRINITY_DN71079_c0_g2	AT3G27120.1
TRINITY_DN7108_c0_g1	AT3G18380.1
TRINITY_DN7109_c0_g1	AT1G13330.1
TRINITY_DN71092_c0_g1	AT5G41050.1
TRINITY_DN711_c0_g1	AT5G27330.1
TRINITY_DN7111_c0_g1	AT3G05060.1
TRINITY_DN71110_c0_g1	AT1G27460.2
TRINITY_DN71110_c0_g2	AT1G27460.2
TRINITY_DN71110_c0_g3	AT1G27460.3
TRINITY_DN7112_c0_g1	AT1G22060.2
TRINITY_DN71120_c0_g1	AT1G17450.3
TRINITY_DN71120_c0_g2	AT1G17450.1
TRINITY_DN71126_c0_g1	AT2G04865.2
TRINITY_DN7114_c0_g1	AT4G20140.1
TRINITY_DN7115_c0_g1	AT2G04540.1
TRINITY_DN7116_c0_g1	AT3G18070.6
TRINITY_DN71163_c0_g1	AT4G23160.3
TRINITY_DN7117_c0_g1	AT4G14880.5
TRINITY_DN71180_c0_g1	AT2G01050.1
TRINITY_DN71188_c0_g1	AT4G38350.1
TRINITY_DN7119_c1_g1	AT1G05840.1
TRINITY_DN71193_c0_g1	AT5G24660.1
TRINITY_DN712_c0_g1	AT2G20050.1
TRINITY_DN7120_c0_g1	AT1G03100.1
TRINITY_DN7121_c0_g1	AT3G23810.1
TRINITY_DN7122_c0_g1	AT2G05620.2
TRINITY_DN71226_c0_g1	AT4G08850.1
TRINITY_DN71309_c0_g1	AT5G49290.1
TRINITY_DN71309_c1_g1	AT2G15042.1
TRINITY_DN71329_c0_g1	AT2G01050.1
TRINITY_DN7136_c0_g1	AT1G79560.1
TRINITY_DN71367_c0_g1	AT1G64940.1
TRINITY_DN71369_c0_g1	AT4G09060.2
TRINITY_DN7137_c0_g1	AT1G15380.2
